ws_id,dem_min,dem_max,dem_mean,dem_std,dem_median,acc_min,acc_max,acc_mean,acc_std,acc_median,slope_mean_deg,slope_p90_deg,pct_slope_gt_15,pct_slope_gt_30,relief_m
48,2589.0,5640.0,4376.359477434679,512.2245642027026,4462.0,1.0,40495.0,261.940593824228,2615.5192436004563,3.0,23.267635095011876,35.9801139831543,77.84323040380048,25.106888361045133,3051.0
49,1207.0,4073.0,2201.981300671258,647.9592307535779,2116.0,1.0,311978.0,2283.6678580768894,25773.220550336133,3.0,22.415836675093715,34.122850036621095,79.43509720163891,19.85005666463255,2866.0
50,1213.0,4477.0,2454.457463080902,800.3871055011763,2305.0,1.0,319011.0,1676.7339321967906,21966.748985728795,4.0,22.82358094390522,33.6513671875,80.94668631977083,20.110131546013292,3264.0
51,1978.0,5009.0,3478.505642519112,698.3253550121881,3486.0,1.0,18429.0,124.70258463778669,1039.2183534813903,3.0,23.152577162098915,33.58872451782227,82.01154506214571,21.493577409121638,3031.0
52,1958.0,4495.0,3080.3961650958727,556.0139755197425,3024.0,1.0,174134.0,1348.9906564835878,13793.534280745049,3.0,27.325408271043223,38.22537612915039,91.04647383815404,39.73025674358141,2537.0
53,1193.0,3769.0,2228.6819183019625,557.1639802486413,2228.0,1.0,634773.0,2236.658189827793,36058.82361981072,3.0,20.349281637965557,31.062467575073242,72.80736884261113,12.324789747697237,2576.0
54,952.0,4248.0,2674.348803827751,650.9270538029375,2701.5,1.0,36221.0,162.9053429027113,1703.3710572070695,4.0,27.339865762892078,38.59088897705078,91.2360446570973,39.33811802232855,3296.0
55,952.0,4095.0,2322.3081774684647,648.1163463665342,2323.0,1.0,1116587.0,6216.541135897595,80786.24223866028,4.0,25.56052320884857,36.214054107666016,88.94239731560306,31.00416330081402,3143.0
56,2533.0,4130.0,3042.770763242958,335.18501225485045,2993.0,1.0,191454.0,1877.268685269477,18028.929947751487,4.0,16.4061252803615,25.109508514404297,58.80994788574444,2.5001649185302464,1597.0
57,2548.0,5130.0,3638.492514007532,517.9371413491667,3631.0,1.0,73119.0,258.7814956238764,3266.2296317168216,3.0,20.24661785353436,31.41840171813965,71.48499521053944,12.966972404834074,2582.0
